Name,Num of works
"Reiss, Dana",1
"Reiss, Robin",1
"Reist, Benjamin Martin",1
"Reister, Ben",1
"Reiter, Jennifer",1
"Reither, Eric N.",1
"Reitsma, Femke Emma",1
"Reitz, B.",3
"Rejeski, W. Jack",1
"Rekatsinas, Theodoros",1
"Rekhtman, David",1
"Rekow, D.",1
"Releford , Bill J.",1
"Releford, Bill J",1
"Rellihan, Heather",2
"Rellihan, Sara Salazar",1
"Relyea, G. E.",1
"Remer, Dan",1
"Remesch, Greg",1
"Remesch, Gregory",1
"Remien, RH",1
"Remien, Robert H.",1
"Remington, Jesse A.",1
"Remington, P L",1
"Remmers, Elizabeth",1
"Remrey, Lizabeth Paige",1
"Remsing, Richard Charles",1
"Ren, Ai",1
"Ren, Brianna",1
"Ren, Dianxu",1
"Ren, Huaizhong",1
"Ren, Jen",1
"Ren, Jennifer",1
"Ren, Ning",2
"Ren, Qinghu",2
"Ren, Shenqiang",1
"Ren, Tianmin",4
"Ren, Tong",1
"Ren, Xiaojin",1
"Ren, Xiaoxuan",1
"Ren, Xinrong",1
"Ren, Xinyi",1
"Ren, Yali",1
"Ren, Yixin",1
"Renae Stancil, Tonya",1
"Renberg, Rebecca",1
"Renfroe, Olive",1
"Renganathan, Ramkesh",1
"Renkenberger, Jaison",1
"Rennane, Stephanie Louisa",1
"Renner, Alison Marie",1
"Renno Santos, Mateus",1
"Reno, Barry L",1
"Reno, Timothy John",1
"Rensink, Thomas C.",1
"Rentfro, Anne R",1
"Rentfrow, James Christopher",1
"Rentsch, Joan",1
"Rentz, Nicolas",3
"Renz, Jennifer  Theresa",1
"Renzi, Doireann Tomas",1
"Reporter, Roshan",1
"Reppas, Dimitrios",1
"Resch, C.",1
"Resch, C.L.",1
"Resch, Sesily",1
"Reschovsky, Benjamin",1
"Reschovsky, James D.",1
"Rescorla, Leslie",2
"Reside, Doug",5
"Reside, Douglas",1
"Resnick, Elise M",1
"Resnick, Elise M.",1
"Resnick, Josephine",1
"Resnick, M D",1
"RESNICK, MICHAEL D",1
"Resnicow , Ken",1
"RESNICOW, KEN",1
"Resnicow, Ken",5
"Resnik, David",1
"Resnik, Judith Arlene",1
"Resnik, P.",1
"Resnik, Philip",11
"Resop, Jonathan Patrick",1
Responsive Management,4
"Resta, Craig Michael",1
"Restaino, Stephen Mario",1
"Resto, Melissa",1
"Restrepo, Blanca I",1
"Restrepo, Juan Gabriel",1
"Resul, Hulya",1
"Resutek, Lauren",1
"Retchless, Todd",1
"Retzker, A.",1
"Reul, Nathaniel",1
"REUNANEN, ANTTI",1
"Reusser, Molly E",2
"Reuter, Kara",1
"Reuter, Kara Anne",1
"Reveiz, Mateo",1
"Revell, Laura E.",1
"Revelle, Glenda",2
"Reverby, Susan M.",1
"Revis, Doreen",1
"Revzin, Naomi Tischler",1
"Rew, Stephanie Nicole",1
"Rey Suarez, Ivan Adolfo",1
"Rey, Ana Maria",1
"Rey, Mariano Jose",1
"Rey, Mariano.",1
"Rey-Biel, Pedro",1
"Reyes, A. G.",1
"Reyes, Christopher Noel",1
"Reyes, Darlene",1
"Reyes, Luis C",1
"Reyes-Tomassini, Jose J.",1
"Reymann, Jonathan",1
"Reynard, George B.",1
"Reynnells, Russell Edward",1
"Reynolds, Alison",2
"Reynolds, Charles",1
"Reynolds, Charles F.",2
"Reynolds, Dawn M",1
"Reynolds, Diane",1
"Reynolds, E. B.",1
"Reynolds, Elizabeth K.",2
"Reynolds, Elizabeth Keats",2
"Reynolds, Gladys",2
"Reynolds, Louis B.",1
"Reynolds, Martha Sue",1
"Reynolds, Orr E.",1
"Reynolds, Richard James",1
"Reynolds, Sara E.",1
"Reynolds, Sheila Mayo",1
"Reynolds, Susan",1
"Rezaei, Fatemeh",1
"Rezaiifar, R.",2
"Rezavandi, Arash",1
"Rezey, Maribeth Lorraine",1
"Reznik-Zellen, Rebecca",1
"Rezwan, Mayumi",1
"Rheaume, Carol E.",1
"Rhee, C.-W.",1
"Rhee, Hannah",1
"Rhee, K. B.",1
"Rhee, Ka Young",1
"Rhee, Yunna",1
"Rhoades, Dorothy A.",1
"Rhoads, Melissa Katherine",1
"Rhoads, Sofie",1
"Rhodes, Erin",1
"Rhodes, Gwendolyn",1
"Rhodes, Jennifer",4
"Rhodes, Karin V.",1
"Rhodes, L",1
"Rhodes, S. D.",1
"Rhodin, Michael Hoover Johannes",1
"Rhody, Jason Christopher",1
"Rhody, Lisa Marie Antonille",1
"Rhone, Ariane E.",1
"Rhudy, Jamie L",1
"Riad, Mahmoud M.",1
"Riall, Taylor S.",1
"Riazi, Leila",1
"Ribas, Gloria",1
"Ribbink, Dina",1
"Ribeiro Mendes Junior, Gesoel Ernesto",1
"Ribeiro, Anna Christina Soy",1
"Ribera, Maria",1
"Riboli, E.",1
"Ricci, Edmund M.",2
"Ricci, Michael Christopher",1
"Rice, Barbara",1
"Rice, Betsy",1
"Rice, Condoleezza",1
"Rice, Katherine Ann",2
"Rice, M.",1
"Rice, Marilyn",1
"Rice, R. V.",1
"Rice, Valerie Montgomery",1
"Rice, Wendy",1
"Rich, Debra",1
"Rich, John",1
"Rich-Edwards, J. W.",1
"Rich-Edwards, Janet W.",1
"Richard, Kate",1
"Richard, Katharina",1
"Richard, Katherine",1
"Richard, Patrick",3
"Richard, Roland",1
"Richards, Adam",1
"Richards, Allen",1
"Richards, Catherine A",1
"Richards, Daniel T.",1
"Richards, Gayle Patrice",1
"Richards, Jennifer",1
"Richards, Jessica Margaret",2
"Richards, Reyniak",1
"Richards, Rosalina",1
"Richardson , Joseph B., Jr.",1
"Richardson, Allissa Verlyn",1
"Richardson, Cameron",1
"Richardson, D.",1
"RICHARDSON, D. C.",1
"Richardson, D. C.",4
"Richardson, David Charles",1
"Richardson, David Hallam",1
"Richardson, Derek C.",1
"Richardson, Douglas",1
"Richardson, Eric",1
"Richardson, Jacob",1
"Richardson, Jean",1
"Richardson, Kelly K.",1
"Richardson, Leif L.",1
"Richardson, M.",1
"Richardson, Nela N. Thomas",1
"Richardson, Rebecca",2
"Richardson, Terri",1
"Richardson, Wendy Klandl",1
"Richardson, William C",1
"Richardus, Jan H.",1
"Richbourg, William",1
"Richer, Zach",1
"Richerme, P.",1
"Richeson, Justin Arthur",1
"Richman, Alvin",3
"Richman, Barak D.",1
"Richman, Joshua",1
"Richman, Michael David",1
"Richman, Nessa",2
"Richman, Stephen P.",1
"Richmond, J.",1
"Richmond, Kerry Michele",1
"Richmond, Nicole E.",1
"Richmond, R.L.",3
"Richmond, Robert L.",2
"Richmond, T. K.",1
"Richmond-Crum, Suzanne",1
"Richmond-Reese, Valerie",1
"Richter, Burton",1
"Richter, Daniel Alex",1
"Richter, Donna L",1
"Ricigliano, Debra",4
"Rick, Oliver James Collard",1
"Ricker, Kim M.",1
"Ricko, Martina",1
"Riconscente, Michelle Maria",1
"Riddick, Blake Cutler",1
"Ridella, W.",1
"Rider, Raamses",1
"Ridgely, John Timothy",1
"Ridgway, Alexander K.",1
"Ridings, Corey",1
"Ridker, Paul M",1
"Ridley, Ahmad",1
"Ridley, Leticia Lashell",1
"Ridolfo, Heather",2
"Riedel, M.",1
"Riedinger, Kelly Anne",1
"Riera, Jose-Luis",1
"Riera, Kate Ciscelia",1
"Ries, Elizabeth S.",1
"Riesberg, Kristen",1
"Riesenberger, Nicole Joy",2
"Rietschel, Carly Hunt",1
"Rietschel, Jeremy Carl",2
"Rifai, Nader",1
"Rifas-Shiman, S. L.",1
"Rifkin, R.",1
"Rifkind, Joseph M.",1
"Rigato, Antonio",1
"Riggin, Alyse",1
"Riggins, T",1
"Riggins, T.",1
"Riggins, Tracy",7
"Riggleman, Shaundra",1
"Riggs, Emily Jo",1
"Riggs, Lisette",1
"Riitano, Luca",1
"Riles, T. S.",1
"Riley, Barth",1
"Riley, Lynsey W",1
"Riley, Pamela Joy",1
"Riley, Sonya",1
"Riley-Graham, Joshua",1
"Rim, C.S.",5
"Rim, Chong S.",2
"Rimer, B K",1
"Rimer, Barbara K",1
"Rimer, M.",2
"Rimlinger, Thomas",2
"Rimm, Eric B.",1
"Rimmer, James H",1
"Rinaudo, P.J.B.",4
"Rincon, Pedro Arévalo",1
"Rinderknecht, Robert Gordon",2
"Rindfuss, Ronald R.",1
"Rinehart, M.",1
"Rinehart, Taylor",1
"Ring, Allison Marie",1
"Ring, Laura T.",1
"Ringel, J. S.",1
"Ringel, Jeanne S., PhD",1
"Ringo, Saroja R.",1
"Rini, Darlene",1
"Rinke, Carol R.",1
"Rinker, Ryan",1
"Rinzel, John",1
"Riordan, Daniel",1
"Riordan, Deborah G",1
"Riposo, David Matthew",1
"Rippetoe, Thomas Hunt",1
"Riquelme, Simon",1
"Risch, Neil",4
"Risch, Neil J",1
"Risco, Cristina Maria",2
"Risendal, Betsy",1
"Rishmawi, Khaldoun",1
"Risinger, KImberly McCoul",1
"Risisky, Debra",1
"RISSANEN, HARRI",1
"Rissel, Chris",1
"Ristvey, Andrew",1
"Ristvey, Andrew George",1
"Ritchie, B.G.",2
"Ritchie, John Brendan Welsh",1
"Ritchie, K.T.",1
"Ritchie, Stephanie",14
"Ritenbaugh, Cheryl",1
"Ritland, Bradley Michael",1
"Ritt-Olson, Anamara",1
"Ritter, J.",4
"Ritthipichai, Krit",1
"Ritzer, Dylan",1
"Rivadeneira Cortez, Anna Walkyria",2
"Rivadeneira, Fernando",1
"rivarola, maximo lisandro",1
"Rivas, Jorge",1
"Rivas, Violeta",1
"Rivera Rubio, Lorena",1
"Rivera, Andrew",1
"Rivera, Anthony",1
"Rivera, Danielle Alliene",1
"Rivera, Enrique Salvador",1
"Rivera, Gabriel",1
"Rivera, Ines Pastora",1
"Rivera, Jason",1
"Rivera, Sylvia",1
"Rivera-Colón, Venessa",1
"Rivero, Elizabeth Gladys",1
"Rivero, Stephanie Christine",1
"Rivers, Brian M.",1
"Rivers, John",1
"Rivers, P. A",1
"Rives, Bradley",1
"Rivlin, Ehud",1
"RIZVI, A",1
"Rizzo, Caitlin",3
"Rizzo, J. A.",1
"Rizzo, John",1
"Rizzo, Laurie",1
"Rizzo, Maxime Jean",1
"Rizzo, Michael Thomas",1
"Rizzuto, Jan M.",1
"Ro, A.",1
"Roa, Jose G",1
"Roach, Emma K.",1
"Roach, T",1
"Roark, Sean",1
"Robare, J. F.",1
"Robb, Michael",1
"Robbins, A. S.",1
"Robbins, Anthony S.",2
"Robbins, Bryan Thomas",1
"Robbins, Claire Kathleen",1
"Robbins, Fletcher Alexi",1
"Robbins, J. M",1
"Robbins, Laura",1
"Robbins, Sarah",1
"Robbs, Amber",2
"Robeck, Christopher",1
"Roberg-Clark, Gareth",1
"Roberson, Pamela",1
"Roberson, T. S.",1
"Robert, Gold",1
"Robert, Stephanie A",2
"Roberts, Allen Derrick",1
"Roberts, C. B.",1
"Roberts, C. K.",1
"Roberts, Caralee",2
"Roberts, Caroline Marie",1
"Roberts, Charles A.",1
"Roberts, Christian K.",1
"Roberts, Deborah L.",1
"Roberts, Erica Blue",1
"Roberts, J. Harvey",1
"Roberts, J. Scott",1
"Roberts, Jessica Stewart",1
"Roberts, John Spencer",1
"Roberts, Jonathan",2
"Roberts, Kyle",1
"Roberts, Luke",1
"Roberts, Mark",1
"Roberts, Mark S.",2
"Roberts, Martha",1
"Roberts, Michael",1
"Roberts, Peter",1
"Roberts, Quincy",1
"Roberts, Reade B.",1
"Roberts, Scott Peter",2
"Roberts, Tracy Elizabeth",1
"Robertson Cleveland, Erin Darcy",1
"Robertson, Andrew Benjamin",1
"Robertson, Breanne",1
"Robertson, C.",24
"Robertson, Charles",3
"Robertson, Charles Y.",5
"Robertson, Emily",1
"Robertson, George G.",1
"Robertson, Latricia C.",1
"Robertson, Martha Bratton",1
"Robertson, Matthew Hunt",1
"Robertson, Paul",1
"Robertson, Ruth",2
"Robertson, Susan",1
"Robey, Alison Marie",2
"Robey, Taylor",1
"Robichaux, Mary",1
"Robillard, Alyssa",2
"Robillard, Alyssa G.",1
"Robin, Jessica",1
"Robins, Anthony",1
"Robins, Cynthia S.",1
"Robins, Thomas",1
"Robinson, Adjoa Dionne",1
"Robinson, Alexis",2
"Robinson, Courtney Kathryn",1
"Robinson, Dean E",1
"ROBINSON, ELLINGTON RUDI",1
"Robinson, Emily Marie",1
"Robinson, Franklin Lee",1
"Robinson, Fred",2
"Robinson, Ian Alexander",1
"Robinson, Jason Michael",1
"Robinson, Jennifer C",1
"Robinson, Jennifer Elizabeth",1
"Robinson, Jill D.",1
"Robinson, John",6
"Robinson, Karen",1
"Robinson, Kenneth S.",1
"Robinson, Kevin",1
"Robinson, Laura",2
"Robinson, Laura Katherine",1
"Robinson, M.",1
"Robinson, Matthew Christian",1
"Robinson, Meri Elizabeth",1
"Robinson, Michael",1
"Robinson, Michael L.",1
"Robinson, Morgan",1
"Robinson, P.S.",1
"Robinson, Robert G",1
"Robinson, Robert G.",1
"Robinson, Ryan",1
"Robinson, Ryan Michael",1
"Robinson, Sarah",1
"Robinson, Shaun",1
"Robinson, Tanya",1
"Robinson, Tykeia Nicole",1
"Robinson, Vivian",1
"Roble, Leigh Anne",1
"Robles Diaz de Leon, Luisa Fernanda",1
"Robles, Gisela I",1
"Robles, Yolanda",1
"ROBNETT, VINAIDA",1
"Robson, Mary",1
"Roby, Joanne W.",1
"Roc, Sabrina",1
"Rocco, Melissa Lynn",1
"Rocha, Carlos",1
"Rocha-Goldberg, María del Pilar",1
"Roche, J.",8
"Roche, R.E.",2
Rochester Institute of Technology,1
"Rochoux, Melanie",1
"Rock, Cheryl L.",1
"Rock, Melanie J",1
"Rock, Melanie Louise",1
"Rock, S.E.",5
"Rockcastle, Garth C",6
"Rockeymoore, Maya M.",1
"Rockler, Amanda",2
"Rockman, C.",1
"Rockman, Marcy",2
"Rockwell, Sarah Mary",1
"Rockwell, Zachary",2
"Rockwell, Zack",1
"Rocourt, Caroline",2
"Rocque, Michael Ansel",1
"Rodado, Robert",1
"Rodewald, L. E.",1
"Rodewald, Lance",1
"RODGERS, ANNE",1
"Rodgers, Jocelyn Michelle",1
"Rodgers, Marchlena",1
"Rodgers, Mark Andrew",1
"Rodgers, Nicholas",1
"Rodgers, Paula Jane",1
"Rodgers, Roe Ann",1
"Rodgers, Zach",1
"Rodman, Samantha Alison",1
"Rodney, William Stanley",1
"Rodning, N.L.",2
"Rodricks, Julia",1
"Rodrigo, Karisha",1
"Rodrigues , Cilene  Aparecida Nunes",1
"Rodrigues, Paul",3
"Rodriguez Chatruc, Marisol",1
"Rodriguez Martinez, Pedro Cesar Jesus",1
"Rodriguez Tejedo, Maria Isabel",1
"Rodriguez, Alejandro",1
"Rodriguez, Alexi",1
"Rodriguez, Antonoi",1
"Rodriguez, Arcelia Maria",1
"Rodriguez, Beatriz",1
"Rodriguez, D. A.",1
"Rodriguez, Juan Carlos",1
"Rodriguez, Maggy",1
"Rodriguez, Manuel",1
"Rodriguez, Omayra Isabel",1
"Rodriguez, R.",1
"Rodriguez, Ricardo",1
"Rodriguez, S.P.",1
"Rodriguez, Samuel",2
"Rodriguez, Samuel V.",1
"Rodriguez, Zachary",1
"Rodriguez-Barradas, Maria C.",1
"Rodriguez-Esteban, Raul",7
"Rodriguez-Martinez, M.",1
"Rodriguez-Martinez, Manuel",2
"Roe, Jedidiah John",1
"Roe, Kathleen M.",1
"Roe, Marguerite",1
"Roebuck, Kontessa",2
"Roehl, Andrew",1
"Roelofs, Kevin G.",2
"Roembke, Benjamin Thompson",1
"Roerig, Kira Don",1
"Roesch, Matthew",1
"Roessler, Philip",1
"Roettele, Shaughn Michael",1
"Roffman, Melissa Stephanie",2
"Rogaski, Brent Joseph",1
"Rogers Haverback, Heather",1
"Rogers, Alice Esther",1
"Rogers, Andrew J.",1
"Rogers, Andrew Jackson",1
"Rogers, Andrew Stephen",1
"Rogers, Anne",1
"Rogers, Benjamin Lanham",1
"Rogers, Christa Daniella",1
"Rogers, Daniel",1
"Rogers, Elizabeth Anne",1
"Rogers, James Allen",1
"Rogers, Keith Leslie",1
"Rogers, Lisa",1
"Rogers, Melissa Susan",1
"Rogers, Molly",1
"Rogers, Richard G",1
"Rogers, Selwyn O.",1
"Rogers, Susan Matthews",1
"Rogers, Taylor",1
"Rogers, W H",1
"Rogers, William",2
"roget, beatrice",1
"Roginsky, Jacob",1
"Rogoszinski, Zeeve",1
"Rogowski, Jeannette",1
"Rohan, Angela M K",1
"Rohde, Gustavo Kunde",1
"Rohm, Caroline Frances",1
"Rohn, Kacy",2
"Roitman, Agustin S.",1
"Roitman, Haggai",1
"Rojas, M.",1
"Rojcewicz, Stephen J.",1
"Rojo Acebes, Juan Andres",1
"Rojo, Susan",1
"Roki, Niksa",1
"Rokosny, Dana Marie",1
"Roland, Chanel L.",1
"Rolf, Brittany",1
"Roller, John",1
"Roller, Michael Peter",1
"Rollings, Raymond Sydney",1
"Rollins, Domonic A.",1
"Rollins, Leslie Ann Hainley",2
"Rollins, Tina",1
"Rollock, David",1
"Rolston, Steven L.",1
"Roman, Agnieszka Anna",1
"Roman, Artur",1
"Roman, Diana Marie",1
"Roman, Jonathan Kilbourn",1
"Roman, Ruth",1
"Roman, Scott",1
"Roman-Ramos, Claudia",1
"Romanik, K.",1
"Romanik, Kathleen",1
"Romaniuc, Raluca",1
"Romano, Michelangelo",1
"Romanova, Natalia",1
"Romans, Laura",1
"Rombach, H. D.",2
"Rombach, H. Dieter",4
"Romberg, Elaine",1
"Rombro, Sam",1
"Romeo, Crystal Eloma",1
"Romero Arvelo, Eduardo",1
"Romero, Adrian",1
"Romero, Diana Patricia",1
"Romero, Juan R.",1
"Romero, Roberto",1
"Romero, Yvonne",1
"Romney, Ariana",1
"Romo, J.",1
"Romoff, Jeffery",1
"Romoser, George Lynn",1
"Roncaioli, Connor Andrew",1
"Ronda-Pérez, Elena",1
"Rone, Keila Noël",1
"Rong, Beiyu",1
"Rong, Fang",1
"Rong, Feng",1
"Ronin, Dana",1
"Roodsari, Gholamreza Moosapour",1
"Rook-Koepsel, Megan",1
"Rookard, John",1
"Rooke, Sterling",1
"Rooney, Mary",2
"Roos, Alexander",2
"Roos, P.",8
"Roos, P.G.",10
"Roos, P.J.",1
"Roos, Patrick",1
"Roosa, Mark W.",1
"Ropp, Chad",1
"Roque, Lindsey",1
"Rorie, Edward",1
"Rorie, Melissa",2
"Rosa, Alexandra",1
"Rosado, Sara Yong",1
"Rosales, Ante",1
"Rosales, Claudia",1
"Rosales, Tilman J.",1
"Rosamond, W.",1
"Rosario, Dalton Souza",1
"Rosario-Lebron, Armando",1
"Rosas, Juventino Delfino",1
"Roscoe, John Hobbie",1
"Rose, A.",3
"Rose, Abigail",1
"Rose, Anne",21
"Rose, Charles",1
"Rose, Cheryl",1
"Rose, Colin G.",1
"Rose, David P.",1
"Rose, Dorilona",1
"Rose, Emily G.",1
"ROSE, EVE",1
"Rose, Geoffrey",1
"Rose, Kalima",1
"Rose, Linda",1
"Rose, Meagan",1
"Rose, Michelle A.",1
"Rose, Rachael Charlsie",1
"Rose, Rebecca Leigh",1
"Rose, Robyn I.",1
"Rose, S. L.",1
"Rose, William Gordon",1
"Rosecrans, A. M.",1
"Roseman, Shari",1
"Rosen, Amy K.",1
"Rosen, Benjamin D.",1
"Rosen, David Ian",1
"Rosen, Harry",1
"Rosen, Michelle",1
"Rosen, Rosa",1
"Rosenbaum, Christina G",1
"Rosenbaum, Paul R.",1
"Rosenbaum, S.",1
"Rosenbaum, Sara",1
"Rosenberg Goldstein, Rachel E",1
"Rosenberg, Andrew",1
"Rosenberg, Kenneth",1
"Rosenberg, Kenneth D",1
"Rosenberg, Lynn",2
"Rosenberg, Michael",2
"Rosenberg, Michael Eli",1
"Rosenberg, P. S.",1
"Rosenberger, Robert",2
"Rosenblatt, Brooke Stacey",1
"Rosenblum, Mark",1
"Rosenbush, Gavin E.",1
"Rosendorf, Kimberly",1
"Rosenfeld, 	Azriel",1
"Rosenfeld, Azriel",3
"Rosenfeld, Carly",1
"Rosenfeld, Nicholas Charles",1
"Rosenfeld, Paul",2
"Rosenfeld, Shalom",1
"Rosenstein, David Fredric",1
"Rosenthal, Eric Wieslander",1
"Rosenthal, Gary E.",1
"Rosenthal, Jill",2
"Rosenthal, Jorge",1
"Rosenthal, Lee",1
"Rosenthal, Meredith B.",1
"Rosenthal, Shira",2
"Rosenzweig, Emily Quinn",1
"Rosenzweig, Roy",1
"Roshan Zamir, Kiana",2
"Roshek, Jennifer Lynn Baxter",1
"Roshwalb, Andrew Zvi",1
"Rosland, A.-M.",1
"Rosner, Jeremy David",1
"Rosner, Rachel Stein",1
"Rosofsky, Shawn",1
"Ross, Ana-Sophia",1
"Ross, Donald Bruce",1
"Ross, Duncan",1
"Ross, J.L.",1
"Ross, Katherine",2
"Ross, Kimberly",1
"Ross, Lainie",1
"Ross, Laurent",1
"Ross, Laurie",1
"Ross, Lesa Moore",1
"Ross, Levi",1
"Ross, Louie E",1
"Ross, Louie E.",1
"Ross, Lyndon",1
"Ross, R.",1
"Ross, Richard N.",1
"Ross, Robert",1
"Ross, Robert K",1
"Ross, Ronald K.",1
"Ross, T.J.",1
"Ross, Thomas",1
"Rossato, Kenneth C.",1
"Rossen, Lauren M.",1
"Rosser, Evan",4
"Rossi, Ann Marie",1
"Rossiter Hofer, Adriana",1
"Rossman, Amy Y.",1
"Rossomando, Nicholas",1
"Rostami, Minghao W.",1
"Rostami, Sean",1
"Rostamian, R.",2
"Roter, Debra",1
"Roter, Debra L.",1
"Roth, A Philip",1
"Roth, Alan",1
"Roth, Andrew J.",1
"Roth, James F.",1
"Roth, Lori Christen",1
"Rothbaum, Barbara",1
"Rothe, Lauren Frances",1
"Rothenberg, David",1
"Rother, Chris",1
"Rothermel, Ella Rick",1
"Rothgeb, Russell Grove",1
"Rothman, David J.",1
"Rothman, Jessica",1
"Rothman, Korey R.",1
"Rothman, R. L.",1
"Rothman, Russell L",1
"Rothwell, Erin",1
"Rothwell, Geoffrey Scott",1
"Rotkowitz, Michael",1
"Rotman, Dana",1
"Rottenberg, Jennifer",1
"Rottman, Emilie Michelle",1
"Rotunno, Giuliana",1
"Roubideaux, Yvette",2
"Roubideaux, Yvette, MD, MPH",1
"Rough, Brock",1
"Roughton, Richard Allen",1
"Rouhani, Ayma Martha",1
"Rouiller, Florian",1
"Rourke, Oliver",1
"Rouse, Jallah",1
"Roush, M.L.",1
"Roussanova, Rossitza",1
"Roussopoulos, N.",25
"Roussopoulos, Nicholas",2
"Roussopoulos, Nick",33
"Rout, Subrat N",1
"Rovner, David R",1
"Rowan, Heather T.",1
"Rowan, M.",1
"Rowan, Zachary",2
"Rowe, Donna L.",1
"Rowe, Ian Donald",1
"Rowe, John W",1
"Rowe, Justin Lawrence",1
"Rowe, William Jennings",1
"Rowe, Zachary",1
"Rowell, K. L.",1
"Rowell, K.L.",1
"Rowland Hogue, C. J.",1
"Rowland, Diane",1
"Rowland, Sara",1
"Rowley, Diane",1
"Rowley, Diane L",1
"Rowlison, Tricia Marie",1
"Rowser, Anna L.",1
"Rowson, Mike",1
"Roy, B",1
"Roy, Debjani",1
"Roy, Devesh",1
"Roy, G.",2
"Roy, Rajarshi",1
"Roy, Reshma Ann",1
"Roy, Varnika",1
"Roy-Choudhary, Ayan",2
"Roy-Chowdhury, A.",1
"Roy-Chowdhury, Ayan",9
"Royal, Charmaine",2
"Royal, Charmaine D. M.",1
"Royal, Guericke Christopher",1
"Royall, Jennifer",1
"RoyChoudhury, Shamali",1
"Roychowdhury, Anita",1
"Royer, E.",1
"Royer, Erica",1
"Royster, Christina",1
"Rozak, David Anthony",1
"Rozanov, Eugene",1
"Rozenbaum, Efim",1
"Ru, Powen",1
"Ruan, Luxi",1
"Ruano, Edy",2
"Rubaye, Dalia",1
"Ruben, Kathleen Ann",1
"Rubenstein, Arthur H.",1
"Rubenstein, Michele L.",1
"Rubin, D.",1
"Rubin, Daniel Aaron",2
"Rubin, Don",1
"rubin, m jasper",1
"Rubin, Max",1
"Rubino, Mary M",1
"Rubins, Edward J.",1
"Rubinstein, Hyman Solomon",1
"Rubinstein, R A",1
"Rubinstein, Robert",1
"Rubloff+, Gary W.",1
"Rubloff, G.",1
"Rubloff, G.W.",1
"Rubloff, Gary",1
"Rubloff, Gary W.",10
"Ruby, Mary Elizabeth Malone",1
"Ruch, Nicole",1
"Rucheir, R.",1
"Ruck, January M.",1
"Rucker, Reggie",1
"Rudatsikira, Jean-Baptiste",1
"Rudd, Anthony G",1
"Rudd, JoAnn M.",1
"Ruddell, Sharon Marie",1
"Ruddock, Charmaine",2
"Ruddy, A. W.",1
"Rudman, Shaina",1
"Rudnick-Cohen, Eliot",1
"Rudnick-Cohen, Eliot Sylvan",1
"Rudolf, Katharina",1
"Rudolph, Nathanael John",1
"Rudolph, Rebecca E.",1
"Rudolphi, Adam Alexander",1
"Rudrappa, Shashidhara Govindareddy",1
"Rudy, Michael",1
"Rudy, Ryan Quenon",1
"Rudy, William George",1
"Ruedel, Kristin Lee Anderson",1
"Ruef, Andrew",1
"Rueger, Paul Edwin",1
"Ruel, Cécile",1
"Ruff, Lauren G",1
"Ruffin IV, Mack T.",1
"Ruffin, J",1
"Ruffin, J.",2
"Ruffin, John",2
"Ruffner, Malissa",1
"Ruffner-Ceaser, Johnette",1
"Ruggiero, Leigh Ann",1
"Rugnetta, Michael",1
"Ruisard, Kiersten",1
"Ruisánchez, José Ramón",1
"Ruiz, Carolina",2
"Ruiz, David",1
"Ruiz, Juan D",1
"Ruiz-Tagle, Juan Cristobal",1
"Rukhin, Andrey",1
"Rumala, Bernice",1
"Rumisha, Susan F.",1
"Rumm, P D",1
"Rumpf, Randy J. J.",1
"Run, Grace",1
"Runchey, Matthew",1
"Runnels, Jennifer Renee",1
"Running, Steven",1
"Rupasinghe, Anuththara",1
"Rupke, David Stuart",1
"Rupp, J. W.",1
"Ruppel, Emily",1
"Ruppel, Marc",2
"Ruppert, Annmarie",1
"Ruppert, David Emmanuel",1
"Rupprecht, Jessica",1
"Rury, Melissa",1
"Rusello, Kristin",1
"Rush, D.W.",1
"Rushing, Clark",1
"Rushovich, Dana Alison",1
"Russ, Brian Henry",1
"Russ, Emily",1
"Russ, Johnathan Robert",1
"Russ, Rosemary Stallings",1
"Russell, Andrew",1
"Russell, Austin",1
"Russell, Bartlett Anne Healy",1
"Russell, Brock",1
"Russell, Christy",1
"Russell, CJ",1
"Russell, Dan",4
"Russell, Gail E.",1
"Russell, Hannah",1
"Russell, Joseph",1
"Russell, Kathleen Jane",1
"Russell, S. L.",1
"Russell, Shannon Lea",1
"russell, sharon lynn",1
"Russell, Sherry",3
"Russell, Sherry Lynn",1
"Russell, Stefanie L",1
"Russell, Timothy",2
"Russo, Jean",2
"Russo, Jean B.",1
"Russo, John A",1
"Russo, Michael P.",1
"Russo, Richard Anthony",1
"Rust, Amber Heller",1
"Rust, George",8
"Rustveld, Luis O",1
"Rutar, Nickolas Jon",1
"Rutenberg, Amy Jennifer",1
"Ruterbusch, Julie J",1
"Ruth, Ashley Lidie",1
"Rutledge, G.A.",3
"Rutstein, Daisy Wise",1
"Rutt, P.",3
"Rutt, P.M",1
"Rutt, P.M.",1
"Ruviella-Knorr, Jeanne Louise",1
"Ruzzo, Walter L.",1
"Rvachev, M.",2
"Rwego, Kankindi",1
"Ryan, Anne M",1
"Ryan, Chris Patrick",1
"Ryan, Christopher",1
"Ryan, D H",1
"Ryan, Donna H",2
"Ryan, Elaine",1
"Ryan, Elizabeth Meghan",1
"Ryan, Emily",1
"Ryan, John Michael",2
"Ryan, Joshua Everett",1
"Ryan, Kelly Alisa",1
"Ryan, Kevin",1
"Ryan, Kevin Michael",1
"Ryan, Kevin W.",1
"Ryan, Laurajo",1
