Name,Num of works
"Kim, Tom Joonhwan",1
"Kim, W.",8
"Kim, Won",1
"Kim, Woon",2
"Kim, Wooyoung",1
"Kim, Yang K",1
"Kim, Yeji",1
"Kim, Yejin",1
"Kim, Yeon Soo",1
"Kim, Yeong Su",1
"Kim, Yong-Chan",1
"Kim, Yong-Mi",3
"Kim, Yong-Sik",1
"Kim, Yongjae",1
"Kim, Yoo-Ah",3
"Kim, Yoolee Choe",1
"Kim, Yoon Hyuk",1
"Kim, You Sang",1
"Kim, Young B.",4
"Kim, Young Hee",1
"Kim, Young Hwa",2
"Kim, Young Wook",3
"Kim, Young-Ji",1
"Kim, Younggu",1
"Kim, Youngmin",1
"Kim, Yunju Jung",1
"Kim, Yura",1
"Kim, Zaeill",1
"Kim-Banther, Zenas",1
"Kim-Dorner, Su-Jong",1
"Kimball, Christopher Robert",1
"Kimball, Heather Renee",1
"Kimble, Brian",1
"Kimble, James Brian",1
"Kimbrough, W. D.",1
"KIMBROUGH-SUGICK, JESSIE",1
"Kimchi, Anat",1
"Kimenko, A.",1
"Kimicata, Megan",1
"Kimmel, Devin Stewart",1
"Kimmel, Kent Nevin",1
"Kimmel, Shelby",1
"Kimmet, Sarah Katherine",1
"Kimminau, Kim S",1
"Kincaid, Katherine",1
"Kinchen, George",1
"King, Abby C.",2
"King, Abby C., PhD",1
"King, Betty Williams",1
"King, Bradley  Ross",1
"King, Bradley Ross",1
"King, Brian Stephen",1
"King, Caitlin",1
"King, Charlotte",1
"King, Christopher Jerome",1
"King, Donna",1
"King, Emily Jeannette",1
"King, Gary",4
"King, Harlan Joseph",1
"King, J. R.",1
"King, Joy L.",1
"King, Katie",2
"King, Kelly Anne",1
"King, Kyle",1
"King, Kylie Goodell",1
"King, Marques Gilbert",1
"King, Matt",1
"King, Milton",1
"King, Nathan",1
"King, Nick",1
"King, P.",1
"King, P.M.",7
"King, Patricia A.",1
"King, Paula Nicole",1
"KING, RODERICK K.",2
"King, Ryan S.",1
"King, Sallyann Coleman",1
"King, Shakeena Jasmine",1
"King, Sheba",1
"King, Tiffany Jeannette",1
"King, Turi E",1
"King-Cassell, LaUanah Faith",1
"King-White, Ryan E",1
"Kingsford, Carl",7
"Kingsford, Carleton L.",1
"Kingsley , G. Thomas",1
"Kingsley, G. Thomas",5
"Kingston, Kevin M.",1
"Kingston, Sarah Elizabeth",1
"Kington, R",1
"Kington, R.",1
"Kington, Raynard",1
"Kinlen, L J",1
"Kinnery, E.",1
"Kinney, A.",1
"Kinney, Anita Yeomans",2
"Kinney, E.",7
"Kinney, E.R.",4
"Kinney, Erinna Lea",1
"Kinney, R.D.",1
"Kinniff, Jennifer",1
"Kinnison, Douglas E.",1
"Kino, K.",2
"Kinsey, Amy J.",1
"Kinsey, Celena",1
"Kintner, Eileen K",1
"Kipnis, Victor",1
"Kipp, Katherine",1
"Kippes, C.",1
"Kippola, Karl M.",1
"Kirby, James B.",1
"Kirby, L.A.",1
"Kirby, Laura A.",1
"Kirby, Laura Anderson",1
"Kirby, Timothy",1
"Kirby-Straker, Rowena Rowie Jean-Louise",1
"Kirch, John F",1
"Kirch, Lisa Julia Olivia",1
"Kirchner, Robert",1
"Kirchner, Susan",1
"Kirilov, Dimiter Iavorov",1
"Kiriluk, K.G.",1
"Kirk, J.A.",5
"Kirk, Julienne K",1
"Kirk, K. J.",2
"Kirk, Ryan Timothy",1
"Kirk, Sarah Nicole",1
"Kirk-Davidoff, Daniel",1
"Kirkendoll, K.",1
"Kirkner, Gregory",1
"Kirkpatrick, Dwight",1
"Kirkpatrick, James N",1
"Kirkpatrick, Jesse",1
"Kirkwood, Timothy J.",3
"Kirn, Malina Aurelia",1
"Kirovski, Darko",3
"Kirsch, Ariella",1
"Kirsch, Nick",1
"Kirsch, Patricia Jean",1
"Kirsch, Rachel",1
"Kirsch, Sandra B",1
"Kirschenbaum, Matthew",7
"Kirschenbaum, Matthew G.",1
"Kirschstein, R L",1
"Kirshenbaum, Kevin Charles",1
"Kirshner, Jeffrey J",1
"Kirwan, Barrett",1
"Kirwan, Michael Louis",1
"Kisakye, Ian",1
"Kish, Adrienne",1
"Kish, Julia Ann",1
"Kish, Rabab",1
"Kishi, Katayoun Mirfendereski",1
"Kishi, Roudabeh",1
"Kishida, Maki",1
"Kishore, Nivedhitha",1
"Kiso, Takahiko",1
"Kissack, Anne",1
"Kissling, Grace",1
"Kistner, Robert",1
"Kiszewski, Devyn",1
"Kittles, Rick",2
"Kittles, Rick A",1
"Kittner, S J",1
"Kittur, Chandan",1
"Kitur, Harriet",1
"Kiyatkin, Lori",1
"Kjellstrom, Tord",2
"Klabunde, Carrie N.",3
"Klap, R",1
"Klapa, Maria I",1
"Klapac, Rosemary",1
"Klapotke, Thomas",1
"Klass, P.",1
"Klassen, A. C.",1
"Klassen, Ann Carroll",1
"Klauda, Susan Lynn Lutz",1
"Klavans, Judith L.",3
"Klavdianou, Dionysia-Niovi",1
"Klavon, Katherine Heléne",1
"Klawson, Daniel",1
"Klebanoff, Randi",1
"Klebe, Hailey",1
"Kleidon, Axel",3
"Klein, A.",6
"Klein, Brittney Anne",1
"Klein, Daniel",1
"Klein, David J",1
"Klein, David J.",5
"Klein, Jonathan D",1
"Klein, Joshua Derren",1
"Klein, Kelly M.",1
"Klein, Kristen",2
"Klein, Megan Lynn",1
"Klein, Paul",1
"Klein, William",1
"Klein, William M. P.",1
"Klein, Zoe",1
"Kleinert, Sabine",1
"Kleinhesselink, Kristi",1
"Kleinman, Dushanka V.",2
"Kleinman, K.",1
"Kleinman, Lawrence C",1
"Kleinman, Mary",1
"Kleinman, Steven Daniel",1
"Kleist, Daryl Timothy",1
"Klekociuk, Andrew",1
"Klemick, Heather",1
"Klemm, Sandy Lee",1
"Klemmstein, Monika",1
"Klenke, Ulrike",1
"Kleppinger, Alison",1
"Klesges, L. M.",1
"Klesges, R. C.",1
"Kletscher, Karina",2
"Kleyman, M.",1
"Kleyman, William",1
"Kleyner, Andre V.",1
"Klieger, Alexandra Eve",1
"Kliewer, Wendy",2
"Klijn, Jan G. M.",1
"Klimchenko, Vera",1
"Klimenko, A.",1
"Klimkowski, Benjamin Harold",1
"Klin, Ami",2
"Kline, Dylan Jacob",1
"Kline, Gordon M.",1
"Kline, Kathryn Kline",1
"Kline, Kathryn Victoria",1
"Kline, Kimberly N",1
"KLINE, RANDOLPH S.",1
"Kline, Raymond Franklin",1
"Kling, J. R.",1
"Kling, Pamela J",1
"Kling, Therese Danielle",1
"Klingaman, Elizabeth Ann",1
"Klingshirn, Christopher J.",1
"Klink, Andrew",1
"Klioze, Oscar",1
"Klipfel, Kevin Michael",1
"Klipstein, Zachary William",1
"Klochko, Kateryna",1
"Klockars, Sara J.",1
"Klocker, Carolyn  Ann",1
"Klonoff, Elizabeth",1
"Klonoff, Elizabeth A.",1
"Klos, Matthew",1
"Klose Hrubes, Annamarie",1
"Klose, E. Kathryn",1
"Klosterhaus, Susan",1
"Klosteridis, Jennifer Hayes-",1
"Klouj, Afifa",1
"Klowden, Kevin",1
"Klueter, Sam",1
"Klumpp, James F.",10
"Klytchnikova, Irina",1
"Knaap, Eli",1
"Knaap, Elijah",3
"Knaap, Gerrit",24
"Knaap, Gerritt",1
"Knapp, Amanda Marie",1
"Knapp, Graham Michael",1
"Knauf, Jocelyn",2
"Knauf, Jocelyn E.",1
"Knaup, Amy E.",1
"Knazik, Jocelyn",1
"KNEKT, PAUL",1
"Knepler, Erin Denise",1
"Knick, Cory R.",1
"Knies, Jennie Levine",3
"Knight, Andrew Pierce",1
"Knight, Erin",1
"Knight, Lauren",1
"Knight, Matthew Manning",1
"Knight, Willys R.",1
"Knill, April Thompson",1
"Kniss, Michael",2
"Knittel, Jeremy",1
"Knizhnik, Jessica",1
"Knobel, David William",1
"Knoche, Richard",1
"Knoebel, Adam Thomas",1
"Knoks, Aleks",1
"Knoll, Andrew Charles",1
"Knoll, Andrew Jay",1
"Knoll, Gillian",1
"Knoll, Michele E.",1
"Knoll, Sarah",2
"Knott, Cheryl L.",1
"Knotts, Karen Sue",1
"Knotts-Callahan, Debby",1
"Knowler, William C.",1
"Knowles, G.",1
"KNOWLES, P",1
"Knowles, P.",1
"Knowles, Philip",1
"Knowles, Philip Leland",1
"Knowlton, Daniel Aaron",1
"Knowlton, John Wellington",1
"Knowlton, Tyler",1
"Knox, L.",1
"Knubel, Kristina Heuck",1
"Knudsen, Aren",1
"Knudsen, Aren Kurt",1
"Knuiman, Mathew",1
"Knuiman, Matthew",1
"Knuth, Lidija",1
"Ko, Celine M",1
"Ko, Celine Marie",2
"Ko, Clifford Y.",1
"Ko, Derrick I.",2
"Ko, Dong-Ik",1
"Ko, Hee Jong",1
"Ko, In Yeong",1
"Ko, Jonathan",1
"Ko, Kyung Nim",1
"Ko, M.",1
"Ko, Ming-Yung",2
"Ko, Wing F.",4
"Ko, Wing-Mei",1
"Ko, Yeong",1
"Ko, Yi-Chun",1
"Ko, Yon-Dschun",1
"Kobayashi, I.",1
"Kobayashi, Leslie",1
"Kobayashi, Marie",1
"Kobil, Jessica",1
"Kobren, Martin Edward",1
"Kobrick, Jacob Ian",1
"Kobuskie, Jennifer Miriam",1
"Kobylarz, Ryan",1
"Koc, Ugur",1
"Koc, Ut-Va",4
"Koca, Eylem",1
"Kocak, Fatma Sanem",1
"Koch, Brandon",1
"Koch, Lauren  Grace",1
"Kochanek, Kenneth D.",1
"Kochanowski, Melissa Lynn",1
"Kocher, Thomas D.",5
"Kochut, Andrzej",3
"Kockritz, Justin",2
"Koda, Nobuko",1
"Kodama, Christie",2
"Kodl, M. M.",1
"Kodras, J. E.",1
"Koduvayur, Sujatha P",1
"Koehler, Jessica Robyn",1
"Koehler, Joshua",1
"Koehler, Max",1
"Koehly, Laura M",1
"Koehly, Laura M.",1
"Koelbel, M.",1
"Koelln, Nathan Thomas",1
"Koelzer, Christopher",1
"Koenig, B A",1
"Koenig, Barbara",1
"Koenig, Courtney",1
"Koenig, Kathleen",2
"Koepfler, Jessica",1
"Koeppel, Austin",3
"Koeppl, Patrick Thomas",1
"Koeth, Joel Todd",1
"Koev, Stephan",1
"Koev, Stephan Todorov",1
"Koff, Raymond",1
"Kofie, V",1
"Kogan, M D",1
"Kogan, M.",1
"Kogan, M. D.",1
"Kogan, Michael D",1
"Kogan, Michael D.",2
"Kogan, Steven M",1
"Kogut, Katherine",2
"Koh, Ernest Seng Yoong",1
"Koh, Frank",1
"Koh, H. K.",2
"Koh, Ho Youn",1
"Koh, Howard K.",2
"Koh, Isaac",1
"Koh, Kyung",2
"Kohani, Mehdi",1
"Kohl, James Lucas",1
"Kohler, Connie",1
"Kohler, Tyler",1
"Kohli, Nidhi",1
"Kohlmann, Michael",2
"Kohn, Joshua",1
"Kohn, Matthew",1
"Kohout, Andrew Joseph",1
"Kohout, Paul",1
"Kohout, Robert",1
"Kohut, Andrew",1
"Koike, A",1
"Koivisto, Joseph",16
"Kojoyan, Levon",1
"Kokesh, John",1
"Kolagotla, Ravi K.",7
"Kolak, Okan",3
"Kolarkar, A.",3
"Kolarz, Steven",1
"KOLATA, GINA",1
"Kolb, Paul Walter",1
"Kolbe, John",1
"Kolda, Tamara G.",4
"koledin, myriah",1
"Kolekar, Arunima",1
"Koles, T.",16
"Kolesar, Joseph Dennis",1
"Kolesar, Sarah Elizabeth",1
"Koliska, Michael",1
"Kollar, Richard",1
"Kolleeny, Elizabeth",1
"Kolluru Venkata, Siddarth",1
"Kolonel, Laurence K.",1
"Kolonel, Laurence N",1
"Kolonel, Laurence N.",3
"Kolos, K.R.",1
"Kolovski, Vladimir",1
"Kolt, Robert",1
"Koltenuk, D.",8
"Koltenuk, D.M.",2
"Komaee, Arash",1
"Komar, Ravenna",1
"Komaromy, M.",1
"Komarov, Alexander Gennadievich",1
"Komarov, Ivan V",1
"Komatsuzaki, Takuji",1
"Komenaka, I. K.",1
"Komey, Adiel",1
"Komey, Adiel Ayi",1
"Komianos, James",1
"Komianos, James Eric",1
"Komlodi, Anita",4
"Kommareddy, Chris",2
"Kommareddy, Christopher",3
"Kommer, Eric",2
"Kompare, Patricia Ann",1
"Kondracki, Anthony",2
"Kondwani, Kofi",1
"Konecki, Daniel",1
"Koner, Karen Michelle",1
"Kong, Nicole",1
"kong, weixin",1
"Kong, Wende",1
"Konicov, Monte",1
"Konig, Sean",1
"Koninckx, Jan",4
"Konishi, Makoto",1
"Konopken, Y.",1
"Konopken, Yolanda",1
"Konoza, Anthony",1
"Kontio, Jyrki",1
"Kontos, Emily Z",1
"Kontson, Kimberly",1
"Konyar, Steven",1
"Koo, Chiu Yuen",1
"Koo, H.",3
"Koo, Ja-Hye",1
"Koo, Katie",1
"Koo, Laura W.",1
"Koochakzadeh, Ali",1
"Koolivand, Abdollah",1
"Koop, D.",1
"Kooperberg, Charles",1
"Kopenawa Yanomami, Davi",1
"Koper, Christopher Sean",1
"Kopetz, Catalina Elena",1
"Kopf, Anne",1
"Kopits, Elizabeth Anne",1
"Kopp, Laura Elizabeth",1
"Koprowski, Paul J.",1
"Koran, Jennifer",1
"Koranda, MaryJo",1
"Korber, BT",1
"Kordari, Kamiar",1
"Kordell, Peter R.",1
"Koren, Sergey",1
"Korenblit, Simcha",1
"Korenbrot, Carol C",1
"Korir, Robert Cheruiyot",1
"Korista, K.",1
"Korkmaz, E.",3
"Korn, Flip",4
"Kornegay, Kevin T.",1
"Korolnek, Tamara",1
"Korontzi, Stefania",1
"Koropchak, Celine",1
"Korpeoglu, Ibrahim",2
"Korr, Jeremy Louis",1
"Korsch, W.",12
"Korte, Raven Nicole",1
"Kortesoja, Ellen",2
"Kortsarz, Guy",1
"Korver, Kevin",1
"Kosack, Alicia Joyelle",1
"Kosaraju, S. Rao",1
"Kosaraju, sravya",1
"Kosba, Ahmed",1
"Koscielniak, Agnieszka",1
"Kosha, Makiko",1
"Koshelets, V. P.",1
"Koshiari, Christina P",1
"Kositsyna, N.",1
"Kositsyna, Natalya",3
"Koskelo, Antti",1
"Koski, Heidi Landry",1
"Kosko, Stacy Jeanne",1
"Kosma, Veli-Matti",1
"Kosmer, Matthew R.",1
"Koss, Mary P",1
"Koss, Michael",1
"Kossmann, Donald",1
"kostek, matt",1
"Koster, John",1
"Koster, Randal",1
"Kostreski, Nicholas Ivan",1
"Kostyukovsky, Faina",1
"Kostyun, Jamie L.",1
"Kota, Arun Kumar",1
"Kotch, Frank William",1
"Kotelchuck, M",2
"Kotha, Aparna",3
"Kothari, Alpa",1
"Kothari, Anupama Kunal",1
"Kothari, Kunal B",1
"Kotidis, Yannis",6
"Kott, Tomasz Maria",1
"Kottkamp, Anna Isabel",1
"Kotze, David Johan",1
"Kouchinsky, Alan John",1
"Koudas, N.",1
"Koukova, Nevena Taneva",1
"Koul, Shashikant",1
"Kouo, Jennifer Lee",1
"Kouramajian, Vram",1
"Koushanfar, Farinaz",1
"Koushik, Sudarshan",2
"Koutrolikos, Konstantinos",1
"Koutsopoulos, Iordanis",13
"Kovacs, M.",1
"Kovacs, Sarrit Michal",1
"Kovalskyi, Dmytro",1
"Kovaltchouk, V.",3
"Kovarik, Wiliam J.",1
"Kovchegin, Dmitry",1
"Koved, Lawrence",1
"Kowaleski-Jones, Lori",2
"Kowalski, Alix",1
"Kowalski, Nina",5
"Kowalski, S.",9
"Kowlaski, S.",1
"Kox, S.",10
"Kozat, Ulas C.",4
"Kozat, Ulas Can",1
"Kozen, Alexander",1
"Kozey, Kathryn Noe",1
"Kozintsev, Boris",1
"Kozintsev, Igor",1
"Kozintseva, Alexandra",1
"Kozlik, Eric",1
"Kozlov, A.",2
"Kozlowski, Lynn T",1
"Kozlowski, Meghan Michelle",1
"Kozora, Matthew Lee",1
"Kozuki, Aaron T.C.Y.",1
"Krach, Jeremy",1
"Kracinovich, Alexander",1
"Kracinovich, Casey",1
"Kraemer, Helena C., PhD",1
"Kraemer, Roland H.",1
"Kraev, Egor",1
"Krafft, C.",4
"Kraft, Peter",1
"Kraft, S. A.",1
"Krahl, Vernon E.",1
"Krakaur, Linda",1
"Krakovsky, Eliana",1
"Kramer, Amihud",1
"Kramer, Benjamin",2
"Kramer, David Nathan",1
"KRAMER, H",1
"Kramer, Judith M.",1
"Kramer, K.",4
"Kramer, Kaye",2
"Kramer, Kimberly Albright",1
"Kramer, L.",5
"Kramer, L.H.",3
"Kramer, M Kaye",1
"Kramer, Michael J.",1
"Kramer, Michael R",1
"Kramer, Michael R.",2
"Kramer, Norman",1
"Kramer, Sabrina Renee",1
"Kramer, Stephanie E.",1
"Kramer, Steven",1
"Kramer, Thomas R.",1
"Kranker, Keith",1
"Krantz, John Christian",1
"Krapfl, Heidi R.",1
"Krasnoff, Gregory",2
"Kratchman, Jessica Anne",1
"Kratochvil, Robert",1
"Kratovac, Sebila",1
"Kratzmeier, Nicholas",1
"Kratzsch, Kyle",1
"Kraus Elsin, Yoanna",1
"Kraus, Harrison",1
"Kraus, Kari",3
"Kraus, Kari M.",2
"Kraus, Lisa",1
"Kraus, S.",1
"Kraus, Sarit",6
"Krause, Cory",2
"Kraushar-Plantholt, Victoria Kathleen",1
"Krauskopf, M.",1
"Krauskopf, Marian S",1
"Krauss, Robert Wallfar",1
"Kravets, Dina",1
"Kravetz, Melissa",1
"Kravis, Hannah",1
"Kravitz, Howard M.",1
"Kravitz, Richard L",1
"Krawczyk, Wojciech",1
"Kray, Raymond Joseph",1
"Kraybill, H. F.",1
"Krayer, Lisa J.",1
"Krcmar, Andrea Marie",1
"Kreamer, Jonathan",1
"Krebill, Hope",1
"Krebs, B.",1
"Krebs, D.",1
"Krefting, Rebecca A.",1
"Kreger, Michael Douglas",1
"Kregiel, Ludmila",1
"Krehbiel, Robb",1
"Kreider, Marlin B.",1
"Krein, Sarah L",1
"Kreinbrook, Aaron Tyler",1
"Kreiseder, Kory Anne",1
"Kreisel, Michael Charles",1
"Kreitzberg, Charles B.",2
"Krejcik, Kaitlin",1
"Krejcirik, Vojtech",1
"Kremen, Amy",1
"Kremsky, I.",1
"Krenek, Jessica Lloyd",1
"Krensky, Alexandra",1
"Krenz, Natalie",1
"Kreshpanji, Sara",1
"Kressin, N. R.",2
"Kressin, Nancy R",1
"Kressin, Nancy R.",2
"Kretschmer, Matthew",1
"Kreuter, Matthew W.",1
"Kreuter, William",1
"Kreutzfeldt, Timothy",1
"Krezmien, Michael Patrick",1
"Krichbaum, Deborah A.",1
"Krieger, Cynthia J.",1
"Krieger, Janice L",1
"Krieger, N",1
"Krieger, N.",1
"Krieger, Nancy",17
"Kriegeskorte, Nikolaus",1
"Kriesberg, Adam",4
"Krikor, Gebran",1
"Krimm, Audrey",1
"Krisberg, Kim",1
"Krishna, Amar Vamsi",1
"Krishnagopal, Sanjukta",1
"Krishnakumar, Ambika",1
"Krishnamachari, Santhana",1
"Krishnamoorthy, Shivsubramani",1
"Krishnamoorthy, Soumya",1
"Krishnamurthy, Sridhar",3
"Krishnamurti, Lakshmanan",1
"Krishnan, Lakshmi",1
"Krishnaprasad, Perinkulam S.",85
"Krishnapuram, B.",1
"Kriska, Andrea",1
"Kriska, Andrea M",1
"Kriss, G.",1
"Kristin Ardlie, Kristin",1
"Krivonos González, Ekaterina",1
"Kriz, Vicki",1
"Krizan, Martin",1
"Kroenke, Kurt",1
"Kroft, Brenda",1
"Krogel, Alison Marie",1
"Krogol, Colette Elaine",1
"kroiz, gabriel",1
"Krokos, Eric",1
"Kromm, Elizabeth Edsall",1
"Kronebusch, Karl",1
"Kronenfeld, Jennie Jacobs",1
"Kronheim, Linda",1
"Kronrod, Yakov",1
"Kroopnick, Marc Howard",1
"Kross, Sean",3
"Krotkov, N. A.",1
"Kruder, Nathaniel",1
"Krueger, A.",1
"Krueger, Benjamin Charles",1
"Krueger, Meghan Elizabeth",1
"Krueger, P. M.",1
"Kruesi, Margaret",1
"Kruft, Jonathan",1
"Krug, Hannah Bowen",1
"Kruger, Daniel J.",1
"Kruger, Phillip",1
"Kruglanski, Arie W.",1
"Krumeich, Anja",1
"Krumholz, Harlan M.",2
"Krunz, Marwan",3
"Krupa, Carolyne",1
"Krupenevich, Rebecca Lynn",1
"Krupinski, Elizabeth",1
"Kruse, Ted",1
"Kruskal, Alex",1
"Kryder-Reid, Elizabeth B.",1
"Ku, Ching-En",1
"Ku, Wai Lim",1
"Kuah, Boon-Teck",1
"Kuang, Guohua",1
"Kuang, Lei",3
"Kub, Francis J.",1
"Kubic, Benjamin",1
"Kubic, Kathryn Leigh",1
"Kubler, Donald G.",1
"Kucharewski, Ruthie",1
"Kucharski, Fred",1
"Kuchhal, Dhruv",1
"Kuchinsky, Stefanie E.",1
"Kuchler, Fred",1
"Kuchment, Peter",1
"Kucia, John",1
"Kuczmarski, Marie Fanelli",1
"Kudaravalli, Srinivas",1
"Kuebler, Philip",1
"Kuefner, D",1
"Kuentzel, Robert Dunn",1
"Kuester, Steven P.",2
"Kuffner, Christopher",1
"Kugarajah, Tharmarajah",3
"Kuhaneck, Michael Patrick",1
"Kuhl, David Derieg",1
"Kuhlman, Michael J.",1
"Kuhlman, Michael Joseph",3
"Kuhlmann, Micki Michelle",1
"Kuhn, Albin Owings",1
"Kuhn, J.",3
"Kuhn, Jens",1
"Kuhn, Kai-Uwe",1
"Kuhn, Laura Arold",1
"Kuhn, Megan",1
"Kuhn, S.",3
"Kuhn, S.E.",2
"Kuhn-McKearin, Megan",2
"Kuhns, Catherine Emily",1
"Kuivaniemi, Helena",1
"Kujawski, Mark Paul",1
"Kuklov, Danila",1
"Kula, Abigail Rogers",1
"Kula, Katherine",1
"Kulasingham, Joshua",1
"Kulasingham, Joshua P.",1
"Kules, B.",1
"Kules, Bill",11
"Kulhanek, Kelly",1
"Kulick, Robert Brian",1
"Kuligowski, Erica Dawn",1
"Kulis, Zachary Reid",1
"Kulka, Elizabeth",1
"Kulkarni, Avanti",1
"Kulkarni, Gauri M.",1
"Kulkarni, Madhura D",1
"Kulkarni, Mukul",1
"Kulkarni, Prachi",1
"Kulkarni, Priya",1
"Kulkarni, Sandeep C.",3
"Kulkarni, Veena S.",1
"Kull, Steve",1
"Kull, Steven",42
"Kullaa, Rinna",1
"Kuller, L. H.",1
"Kuller, Lewis H",2
"Kuller, Lewis H.",1
"Kulp, Felicia",1
"KUMANYIKA, S",1
"Kumanyika, S.",2
"Kumanyika, S. K.",1
"Kumanyika, Shiriki",2
"KUMANYIKA, SHIRIKI K",1
"Kumanyika, Shiriki K",4
"Kumanyika, Shiriki K.",2
"Kumar, Abhishek",1
"Kumar, Amit",1
"Kumar, Anil",1
"Kumar, Anupam",1
"Kumar, Asha",1
"Kumar, Avinash",1
"Kumar, Chetan",1
"Kumar, Girish",1
"Kumar, Harsha",3
"Kumar, Harsha P.",5
"Kumar, Jayant",1
"Kumar, Kalyani",1
"Kumar, Komal",1
"Kumar, Malay",2
"KUMAR, MANISH",1
"Kumar, Nitin",1
"Kumar, P. R.",2
"Kumar, Priya",2
"Kumar, Priya C.",1
"Kumar, Rakesh",1
"Kumar, Ratnesh",10
"Kumar, Rohit",2
"Kumar, Rubbel",1
"Kumar, S.",1
"Kumar, Sachin",3
"Kumar, Saurabh",1
"Kumar, Sidharth",1
"Kumar, Soma",1
"Kumar, Soubhik",1
"Kumar, Srijan",1
"Kumar, Srikanta",1
"Kumar, Supriya",1
"Kumar, Utsav",1
"Kumar, V. S. Anil",1
"Kumar, V.S. Anil",1
"Kumaravel, Sharanya N.",1
"Kumaresan, Ranjit",1
"Kumbartzki, G.",9
"Kun, Tara",1
"Kunche, Surya Tej",1
"Kunchithapatham, Arun",1
"Kundey, Shannon M.A.",4
"Kundu, Kousik",1
"Kundu, Kunal",1
"Kung, Andrew Ching-An",1
"Kung, Faith",1
"Kung, Sun-Yang",1
"Kuniholm, Matthew Whitney",1
"Kunin, Alice",1
"Kunitz, Stephen",1
"Kunkel, Grace R.",1
"Kunkel, Jeremy  Thomas",1
"Kunkel, Joseph F.",1
"Kunsberg, David Joseph",1
"Kunst, Anton E.",1
"Kuntumalla, Srilatha",1
"Kunz, Inna",1
"Kunze, Jillian",1
"Kuo, A. A.",1
"Kuo, April Yi-Wen",1
"Kuo, Che-Ying",1
"Kuo, Eric",2
"Kuo, Jennifer",2
"Kuo, JoAnn",2
"Kuo, Kevin",2
"Kuo, Kuo-Tung",1
"KUO, LICHIANG",1
"Kuo, Ming-Shu",1
"Kuo, Ryan",1
"Kuo, T.",1
"Kuo, Tzy-Mey",1
"Kuo, Ye-Hsuan",1
"Kuo, Yong-Fang",1
"Kuo, Yuan-Chia",1
"Kupferschmidt, K.",1
"Kurashina, Yuko",1
"Kurban, Elizabeth R.",1
"Kurbanov, Erjan",1
"Kurc, Tahsin",17
"Kurc, Tahsin M.",1
"Kurent, Heather Paul",1
"Kuriakose, Shugi",1
"Kurian, Anita K",1
"Kurian, Anita K.",1
"Kurien, Alyssa",2
"Kurits, Inna",1
"Kursch, Mary Sarah",1
"Kurtz, Angela Astoria",1
"Kurtz, Floyd Ervin",1
"Kurtz, Jonathan David",1
"Kurtz, Michael",2
"Kurtz, Patricia L",1
"Kurtz, Stefan",1
"Kurup, Anand Sivasankara",1
"Kurup, P.K.",1
"Kurup, Pradeep",1
"Kuruvilla, Shyama",1
"Kuruzovich, Jason Nicholas",1
"Kurzhanski, A.",1
"Kurzweil, Dina",1
"Kush, Dave W",1
"Kushner, H",1
"Kuska, B.",1
"Kuss, M.",2
"Kussman, P.",1
"Kussovski, V",1
"Kustanowitz, Jack",3
"Kustin, Brenda",1
"Kusumaatmadja, Kendisan",1
"Kutay, Muhammed Emin",1
"Kuter, Ugur",6
"Kutz, Dylan James",1
"Kuvaeva, Alexandra",2
"Kuvalanka, Katherine A.",1
"Kuyatt, Megan",1
"Kuykendall, John Bynum",1
"Kuykendall, Olivia",3
"Kuz, Elif",1
"Kuzina, Yaroslava",1
"Kuzio de Naray, R.",1
"Kuzmick, Danika M.",1
"Kuzner, Scott David",1
"Kuznik, Swiatoslaw Ludwik",1
"Kwak, Dae Hee",1
"Kwak, Na-Young",1
"Kwak, Sen",1
"Kwak, Sung-ok",1
"Kwasinski, Andres",1
"Kwate, N. O. A.",1
"Kwate, Naa Oyo A.",1
"Kweon, Byoung-Suk",1
"Kwerel, Evan",2
"Kwok, Jasmin",1
"Kwok, Jennifer",1
"Kwok, Siwei",1
"Kwok, Veronica",1
"Kwon, Bum Jun",1
"Kwon, Daeil",1
"Kwon, Harry",1
"Kwon, Hyejin",1
"Kwon, Hyeokshin",1
"Kwon, Hyun Joon",1
"Kwon, Hyun-Jin",1
"Kwon, Laeun",1
"Kwon, S.",1
"Kwon, Simona",1
"Kwon, Simona C.",1
"Kwon, Soun Pil",1
"Kwon, Taesoon",1
"Kwon, Yoon-Hee",1
"Kwon, Young Ha",1
"Kwon, Youngjoo",1
"Kwong, Brian",2
"Kyle, G.",1
"Kyler, Panelpha",1
"Kyler, Penny",1
"Kyrtsos, Christina Rose",1
"L. Steet Jr., Richard",1
"La Motta, Gregory R.",1
"La Motta, Gregory Raymond",1
"La Parra Perez, Alvaro",1
"La Rosa, Ginni Alice",1
"La Touche-Howard, Sylvette Antonia",1
"La Vigne, Misty Ann",1
"La, Richard",3
"La, Richard J.",19
"LAAKSONEN, MAARIT A.",1
"LaBaw, S Marie",1
"Labidi, Jabrane",3
"Labinsky, Daria",1
"Labonté, Ronald",2
Laboratory for the Analysis of Visual Movement,1
"Labovitz, Franklin Elliot",1
"Labrinidis, Alexandros",11
"Lacey, Joshua",1
"Lacey, Steven David",1
"LaCharite-Lostritto, Lisa",1
"LaCherra, Kevin",1
"Lachin, John M.",1
"Lachman, Margie E.",1
"Lachmayr, Katchen K.",1
"Lachniet, J.",3
"Lacinak, Chris",1
